日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2021-01-26,'000001,上证指数,3569.429,3610.9686,3564.7415,3610.9686,3624.2381,-54.8091,-1.5123,,278139884,4.36326664646e+11,,
2021-01-25,'000001,上证指数,3624.2381,3637.1002,3591.0204,3605.3611,3606.7496,17.4885,0.4849,,327341070,5.27257347653e+11,,
2021-01-22,'000001,上证指数,3606.7496,3616.5401,3585.0339,3616.5401,3621.2641,-14.5145,-0.4008,,324463084,4.8545219241e+11,,
2021-01-21,'000001,上证指数,3621.2641,3636.2444,3585.8017,3590.9247,3583.092,38.1721,1.0653,,327466995,4.69855226646e+11,,
2021-01-20,'000001,上证指数,3583.092,3589.9624,3556.4425,3564.121,3566.3814,16.7106,0.4686,,272271661,3.97144766184e+11,,
2021-01-19,'000001,上证指数,3566.3814,3603.1477,3553.0236,3596.3564,3596.2237,-29.8423,-0.8298,,323439541,4.67402582397e+11,,
2021-01-18,'000001,上证指数,3596.2237,3608.7665,3544.2614,3554.7977,3566.3778,29.8459,0.8369,,301652565,4.5174070045e+11,,
2021-01-15,'000001,上证指数,3566.3778,3589.2655,3533.7882,3566.2847,3565.9046,0.4732,0.0133,,324612744,4.80343780956e+11,,
2021-01-14,'000001,上证指数,3565.9046,3599.0584,3559.6001,3584.9324,3598.6518,-32.7472,-0.91,,347666819,5.11325103696e+11,,
2021-01-13,'000001,上证指数,3598.6518,3622.3475,3575.5945,3613.281,3608.3389,-9.6871,-0.2685,,388127791,5.54853439062e+11,,
2021-01-12,'000001,上证指数,3608.3389,3608.3389,3517.4689,3518.0106,3531.4978,76.8411,2.1759,,323406153,4.85771186331e+11,,
2021-01-11,'000001,上证指数,3531.4978,3597.7022,3516.9862,3571.3212,3570.1082,-38.6104,-1.0815,,362479154,5.26895927277e+11,,
2021-01-08,'000001,上证指数,3570.1082,3588.0625,3544.8912,3577.6923,3576.2046,-6.0964,-0.1705,,345557896,5.02170815614e+11,,
2021-01-07,'000001,上证指数,3576.2046,3576.2046,3526.6174,3552.9087,3550.8767,25.3279,0.7133,,405348226,5.4570962811e+11,,
2021-01-06,'000001,上证指数,3550.8767,3556.8022,3513.1262,3530.9072,3528.6767,22.2,0.6291,,370230926,5.21799529792e+11,,
2021-01-05,'000001,上证指数,3528.6767,3528.6767,3484.7151,3492.1912,3502.9584,25.7183,0.7342,,407995934,5.68019462188e+11,,
2021-01-04,'000001,上证指数,3502.9584,3511.6554,3457.2061,3474.6793,3473.0693,29.8891,0.8606,,380790800,5.23367700849e+11,,
2020-12-31,'000001,上证指数,3473.0693,3474.9182,3419.7267,3419.7267,3414.4527,58.6166,1.7167,,335673926,4.50482318884e+11,,
2020-12-30,'000001,上证指数,3414.4527,3414.4539,3374.4156,3375.0086,3379.0362,35.4165,1.0481,,291023543,3.77542350937e+11,,
2020-12-29,'000001,上证指数,3379.0362,3407.0884,3376.0876,3399.2939,3397.2854,-18.2492,-0.5372,,311769185,3.82102563807e+11,,
2020-12-28,'000001,上证指数,3397.2854,3412.5193,3383.654,3396.359,3396.5626,0.7228,0.0213,,316181542,3.98159968833e+11,,
2020-12-25,'000001,上证指数,3396.5626,3397.0066,3348.3453,3351.7901,3363.1133,33.4493,0.9946,,294546895,3.59094444683e+11,,
2020-12-24,'000001,上证指数,3363.1133,3394.0746,3354.0215,3382.193,3382.3195,-19.2062,-0.5678,,275044450,3.63321144328e+11,,
2020-12-23,'000001,上证指数,3382.3195,3394.2089,3360.2019,3362.4721,3356.7822,25.5373,0.7608,,299523527,4.13254779062e+11,,
2020-12-22,'000001,上证指数,3356.7822,3415.7538,3353.8581,3410.9678,3420.5693,-63.7871,-1.8648,,323037654,4.32199556488e+11,,
2020-12-21,'000001,上证指数,3420.5693,3423.6088,3381.1158,3394.3945,3394.896,25.6733,0.7562,,283759794,3.83898951602e+11,,
2020-12-18,'000001,上证指数,3394.896,3413.8134,3382.7508,3400.4855,3404.8732,-9.9772,-0.293,,280992641,3.54027376853e+11,,
2020-12-17,'000001,上证指数,3404.8732,3406.1547,3354.0112,3367.277,3366.9832,37.89,1.1253,,275463631,3.64740477233e+11,,
2020-12-16,'000001,上证指数,3366.9832,3378.6626,3359.1705,3371.2632,3367.2326,-0.2494,-0.0074,,220813976,3.08823385267e+11,,
2020-12-15,'000001,上证指数,3367.2326,3373.5579,3348.4192,3366.5813,3369.1201,-1.8875,-0.056,,225667402,3.15289741293e+11,,
2020-12-14,'000001,上证指数,3369.1201,3371.1291,3338.6263,3349.534,3347.191,21.9291,0.6551,,239807926,3.16229132862e+11,,
2020-12-11,'000001,上证指数,3347.191,3383.1783,3325.172,3381.008,3373.2758,-26.0848,-0.7733,,298617158,3.79848803591e+11,,
2020-12-10,'000001,上证指数,3373.2758,3384.8875,3357.7531,3365.731,3371.964,1.3118,0.0389,,247308304,3.21616357219e+11,,
2020-12-09,'000001,上证指数,3371.964,3422.536,3371.9156,3416.0782,3410.1771,-38.2131,-1.1206,,260747424,3.39317806321e+11,,
2020-12-08,'000001,上证指数,3410.1771,3428.6618,3403.0263,3417.6936,3416.6037,-6.4266,-0.1881,,226907328,3.0463503351e+11,,
2020-12-07,'000001,上证指数,3416.6037,3449.5782,3414.3142,3446.6478,3444.5814,-27.9777,-0.8122,,254522508,3.36836800332e+11,,
2020-12-04,'000001,上证指数,3444.5814,3448.4036,3417.0484,3436.7291,3442.1359,2.4455,0.071,,256276705,3.29393208345e+11,,
2020-12-03,'000001,上证指数,3442.1359,3452.1612,3428.8044,3448.5403,3449.3805,-7.2446,-0.21,,298459930,3.52422286605e+11,,
2020-12-02,'000001,上证指数,3449.3805,3465.7288,3435.8712,3453.5181,3451.9384,-2.5579,-0.0741,,312811114,3.83340845066e+11,,
2020-12-01,'000001,上证指数,3451.9384,3457.6354,3386.9113,3388.9867,3391.7551,60.1833,1.7744,,316188980,3.85250751317e+11,,
2020-11-30,'000001,上证指数,3391.7551,3456.7365,3391.7551,3418.1583,3408.3071,-16.552,-0.4856,,384989968,4.5450057179e+11,,
2020-11-27,'000001,上证指数,3408.3071,3408.3071,3364.4919,3373.8434,3369.7334,38.5737,1.1447,,280649894,3.26069547158e+11,,
2020-11-26,'000001,上证指数,3369.7334,3371.4537,3344.2822,3360.0609,3362.3274,7.406,0.2203,,255886822,3.17308635e+11,,
2020-11-25,'000001,上证指数,3362.3274,3423.4853,3362.3274,3417.515,3402.8225,-40.4951,-1.19,,322110207,3.8347778517e+11,,
2020-11-24,'000001,上证指数,3402.8225,3413.9263,3396.2436,3407.4087,3414.4899,-11.6674,-0.3417,,300994144,3.5950580488e+11,,
2020-11-23,'000001,上证指数,3414.4899,3431.6529,3377.9862,3384.1039,3377.7267,36.7632,1.0884,,373872047,4.31504375645e+11,,
2020-11-20,'000001,上证指数,3377.7267,3380.1489,3356.3086,3359.5966,3363.0876,14.6391,0.4353,,261271219,3.12659789107e+11,,
2020-11-19,'000001,上证指数,3363.0876,3367.3328,3330.4496,3339.0864,3347.3034,15.7842,0.4715,,253262992,3.1952019452e+11,,
2020-11-18,'000001,上证指数,3347.3034,3358.8938,3333.9916,3337.3315,3339.895,7.4084,0.2218,,287531259,3.58745367425e+11,,
2020-11-17,'000001,上证指数,3339.895,3347.6979,3323.9506,3347.1513,3346.9692,-7.0742,-0.2114,,283632479,3.53623369912e+11,,
2020-11-16,'000001,上证指数,3346.9692,3346.9692,3313.6469,3325.6209,3310.1046,36.8646,1.1137,,279593761,3.33750600125e+11,,
2020-11-13,'000001,上证指数,3310.1046,3327.2293,3291.6425,3327.2293,3338.6788,-28.5742,-0.8559,,227898364,3.01527966899e+11,,
2020-11-12,'000001,上证指数,3338.6788,3350.2848,3329.485,3344.4562,3342.2025,-3.5237,-0.1054,,216501309,2.86927436429e+11,,
2020-11-11,'000001,上证指数,3342.2025,3365.836,3339.0407,3354.0247,3360.1485,-17.946,-0.5341,,271204653,3.55802065547e+11,,
2020-11-10,'000001,上证指数,3360.1485,3387.6219,3346.1715,3387.6219,3373.7337,-13.5852,-0.4027,,278701113,3.9000839173e+11,,
2020-11-09,'000001,上证指数,3373.7337,3380.8235,3329.4285,3329.4285,3312.159,61.5747,1.8591,,310219771,4.2994892189e+11,,
2020-11-06,'000001,上证指数,3312.159,3326.4645,3292.1507,3326.4645,3320.1333,-7.9743,-0.2402,,234864132,3.25485056731e+11,,
2020-11-05,'000001,上证指数,3320.1333,3320.408,3291.6,3305.5798,3277.4402,42.6931,1.3026,,226801462,3.16292709979e+11,,
2020-11-04,'000001,上证指数,3277.4402,3286.6212,3254.1113,3273.4326,3271.0744,6.3658,0.1946,,188514128,2.70723846522e+11,,
2020-11-03,'000001,上证指数,3271.0744,3278.3806,3237.8539,3239.8063,3225.1196,45.9548,1.4249,,215297864,3.0373014781e+11,,
2020-11-02,'000001,上证指数,3225.1196,3242.8041,3209.9094,3228.715,3224.5325,0.5871,0.0182,,226779137,3.25321869127e+11,,
2020-10-30,'000001,上证指数,3224.5325,3279.8563,3219.4216,3278.6312,3272.7274,-48.1949,-1.4726,,230188803,3.28917241625e+11,,
2020-10-29,'000001,上证指数,3272.7274,3289.7655,3231.1243,3235.7647,3269.238,3.4894,0.1067,,184703589,2.7860566523e+11,,
2020-10-28,'000001,上证指数,3269.238,3275.8714,3238.382,3256.2225,3254.3157,14.9223,0.4585,,173181965,2.56213458182e+11,,
2020-10-27,'000001,上证指数,3254.3157,3258.3369,3235.5443,3240.7395,3251.1188,3.1969,0.0983,,149115566,2.17487420944e+11,,
2020-10-26,'000001,上证指数,3251.1188,3264.4464,3226.6018,3258.7028,3277.9972,-26.8784,-0.82,,167731795,2.35462468393e+11,,
2020-10-23,'000001,上证指数,3277.9972,3326.0489,3276.6197,3308.1581,3312.5005,-34.5033,-1.0416,,174208982,2.49912883288e+11,,
2020-10-22,'000001,上证指数,3312.5005,3320.8787,3281.3662,3315.8206,3325.0247,-12.5242,-0.3767,,165949987,2.36428248945e+11,,
2020-10-21,'000001,上证指数,3325.0247,3332.147,3304.1693,3332.147,3328.1029,-3.0782,-0.0925,,177632115,2.4684813901e+11,,
2020-10-20,'000001,上证指数,3328.1029,3328.1029,3293.7662,3307.1498,3312.6671,15.4358,0.466,,165084762,2.27823367094e+11,,
2020-10-19,'000001,上证指数,3312.6671,3371.0862,3307.8407,3351.0961,3336.3582,-23.6911,-0.7101,,212303540,2.83882790191e+11,,
2020-10-16,'000001,上证指数,3336.3582,3348.9543,3319.11,3334.4568,3332.1832,4.175,0.1253,,194295421,2.53448029477e+11,,
2020-10-15,'000001,上证指数,3332.1832,3354.5784,3330.0014,3342.9222,3340.7782,-8.595,-0.2573,,191031282,2.63848674025e+11,,
2020-10-14,'000001,上证指数,3340.7782,3353.6247,3332.9635,3353.6247,3359.7499,-18.9717,-0.5647,,198659382,2.81159984705e+11,,
2020-10-13,'000001,上证指数,3359.7499,3361.8315,3334.4989,3353.1213,3358.4652,1.2847,0.0383,,204926103,2.88505837528e+11,,
2020-10-12,'000001,上证指数,3358.4652,3359.1526,3286.1111,3287.3281,3272.0762,86.389,2.6402,,259622408,3.55700113687e+11,,
2020-10-09,'000001,上证指数,3272.0762,3280.5124,3260.1873,3262.6105,3218.0521,54.0241,1.6788,,188325648,2.64171043763e+11,,
2020-09-30,'000001,上证指数,3218.0521,3244.9134,3202.3435,3232.7104,3224.3593,-6.3072,-0.1956,,153504457,2.05762857294e+11,,
2020-09-29,'000001,上证指数,3224.3593,3242.7937,3219.7902,3231.8551,3217.5346,6.8247,0.2121,,151349870,2.07307813844e+11,,
2020-09-28,'000001,上证指数,3217.5346,3238.1825,3210.8925,3224.9769,3219.4179,-1.8833,-0.0585,,155982783,2.09672387617e+11,,
2020-09-25,'000001,上证指数,3219.4179,3239.4662,3208.0349,3234.3739,3223.1764,-3.7585,-0.1166,,164822419,2.20674476958e+11,,
2020-09-24,'000001,上证指数,3223.1764,3265.3451,3221.2365,3262.879,3279.7105,-56.5341,-1.7238,,206736011,2.58259919724e+11,,
2020-09-23,'000001,上证指数,3279.7105,3289.7624,3264.8907,3278.8358,3274.3015,5.409,0.1652,,169178068,2.40742428787e+11,,
2020-09-22,'000001,上证指数,3274.3015,3320.2278,3265.7025,3290.6656,3316.9351,-42.6336,-1.2853,,214015065,2.69113293656e+11,,
2020-09-21,'000001,上证指数,3316.9351,3350.5893,3313.0714,3348.8988,3338.0897,-21.1546,-0.6337,,216503093,2.87691308071e+11,,
2020-09-18,'000001,上证指数,3338.0897,3338.3243,3268.526,3270.911,3270.435,67.6547,2.0687,,256260788,3.37025892904e+11,,
2020-09-17,'000001,上证指数,3270.435,3290.4094,3248.499,3277.3238,3283.9244,-13.4894,-0.4108,,202931972,2.79311053428e+11,,
2020-09-16,'000001,上证指数,3283.9244,3302.4556,3271.075,3293.1678,3295.6795,-11.7551,-0.3567,,200443364,2.42270893454e+11,,
2020-09-15,'000001,上证指数,3295.6795,3297.6904,3263.7522,3277.1284,3278.8138,16.8657,0.5144,,197684400,2.51763868534e+11,,
2020-09-14,'000001,上证指数,3278.8138,3283.5325,3261.1479,3275.9181,3260.3461,18.4677,0.5664,,213924137,2.69219919654e+11,,
2020-09-11,'000001,上证指数,3260.3461,3262.4976,3220.5363,3225.7836,3234.8234,25.5227,0.789,,221698830,2.5484499426e+11,,
2020-09-10,'000001,上证指数,3234.8234,3285.4731,3227.6435,3282.232,3254.6279,-19.8045,-0.6085,,312472804,3.09676743626e+11,,
2020-09-09,'000001,上证指数,3254.6279,3289.6148,3238.5606,3280.9974,3316.417,-61.7891,-1.8631,,351509747,3.41054534059e+11,,
2020-09-08,'000001,上证指数,3316.417,3324.3929,3276.4431,3301.2173,3292.5907,23.8263,0.7236,,271066278,3.20229901328e+11,,
2020-09-07,'000001,上证指数,3292.5907,3368.2446,3285.6326,3349.9184,3355.3666,-62.7759,-1.8709,,260616567,3.57726463915e+11,,
2020-09-04,'000001,上证指数,3355.3666,3360.1061,3328.5518,3336.4076,3384.9806,-29.614,-0.8749,,221636550,3.08179657649e+11,,
2020-09-03,'000001,上证指数,3384.9806,3425.6294,3374.2634,3404.0319,3404.8017,-19.8211,-0.5822,,255346279,3.507065639e+11,,
2020-09-02,'000001,上证指数,3404.8017,3421.3959,3377.2111,3420.4693,3410.6068,-5.8051,-0.1702,,261546319,3.4563898233e+11,,
2020-09-01,'000001,上证指数,3410.6068,3410.6068,3381.7108,3389.7424,3395.6775,14.9293,0.4397,,246999249,3.26850955348e+11,,
2020-08-31,'000001,上证指数,3395.6775,3442.7363,3395.4675,3416.5497,3403.8066,-8.1291,-0.2388,,323473890,4.36930125416e+11,,
2020-08-28,'000001,上证指数,3403.8066,3405.8768,3339.6494,3346.2893,3350.1128,53.6938,1.6027,,271325549,3.79367046371e+11,,
2020-08-27,'000001,上证指数,3350.1128,3351.8324,3312.9859,3333.4909,3329.7388,20.374,0.6119,,237099353,3.17153391524e+11,,
2020-08-26,'000001,上证指数,3329.7388,3382.6032,3320.1355,3371.8083,3373.5781,-43.8393,-1.2995,,294451036,3.81928906554e+11,,
2020-08-25,'000001,上证指数,3373.5781,3408.8697,3364.1602,3392.8797,3385.6383,-12.0602,-0.3562,,277113421,3.55997790768e+11,,
2020-08-24,'000001,上证指数,3385.6383,3396.5663,3368.0258,3391.1132,3380.6825,4.9558,0.1466,,266227841,3.45683380015e+11,,
2020-08-21,'000001,上证指数,3380.6825,3393.9175,3358.0005,3380.2269,3363.8988,16.7837,0.4989,,287488340,3.61281752665e+11,,
2020-08-20,'000001,上证指数,3363.8988,3394.557,3352.7767,3385.9645,3408.1288,-44.23,-1.2978,,335600982,4.01815550096e+11,,
2020-08-19,'000001,上证指数,3408.1288,3454.4613,3406.1642,3444.5646,3451.0894,-42.9606,-1.2448,,405722214,4.98262158316e+11,,
2020-08-18,'000001,上证指数,3451.0894,3456.7206,3432.6402,3441.9337,3438.801,12.2884,0.3573,,380729275,4.93052155326e+11,,
2020-08-17,'000001,上证指数,3438.801,3450.8987,3369.3742,3373.9018,3360.0988,78.7022,2.3423,,434598260,5.37425075053e+11,,
2020-08-14,'000001,上证指数,3360.0988,3362.0267,3302.7357,3315.6687,3320.7261,39.3727,1.1857,,305998376,3.6746742174e+11,,
2020-08-13,'000001,上证指数,3320.7261,3338.1518,3309.4629,3328.1754,3319.2656,1.4605,0.044,,324291278,3.87162288598e+11,,
2020-08-12,'000001,上证指数,3319.2656,3335.729,3263.2653,3327.4929,3340.29,-21.0244,-0.6294,,378328959,4.80731246078e+11,,
2020-08-11,'000001,上证指数,3340.29,3409.0589,3336.0945,3379.4874,3379.2524,-38.9624,-1.153,,400452706,5.14020764101e+11,,
2020-08-10,'000001,上证指数,3379.2524,3399.9323,3335.0427,3341.5276,3354.0352,25.2172,0.7518,,381379630,5.27083944585e+11,,
2020-08-07,'000001,上证指数,3354.0352,3374.133,3307.7127,3370.5878,3386.4631,-32.4279,-0.9576,,403929633,5.6143564955e+11,,
2020-08-06,'000001,上证指数,3386.4631,3392.7048,3334.3341,3380.7621,3377.5648,8.8983,0.2635,,415302510,5.70488248065e+11,,
2020-08-05,'000001,上证指数,3377.5648,3383.6365,3333.877,3363.3324,3371.6875,5.8773,0.1743,,385823027,5.26515054658e+11,,
2020-08-04,'000001,上证指数,3371.6875,3391.0743,3352.5017,3376.4402,3367.9658,3.7217,0.1105,,442328551,6.04942141521e+11,,
2020-08-03,'000001,上证指数,3367.9658,3368.1028,3327.6773,3332.1826,3310.0065,57.9593,1.751,,407460867,5.72430759825e+11,,
2020-07-31,'000001,上证指数,3310.0065,3333.7859,3261.6135,3280.7959,3286.822,23.1845,0.7054,,353758979,4.95778040702e+11,,
2020-07-30,'000001,上证指数,3286.822,3312.4508,3282.1617,3299.5718,3294.5521,-7.7301,-0.2346,,340704121,4.76974005609e+11,,
2020-07-29,'000001,上证指数,3294.5521,3294.5521,3209.9902,3221.9883,3227.9604,66.5917,2.063,,324924062,4.53094399516e+11,,
2020-07-28,'000001,上证指数,3227.9604,3245.2967,3208.4939,3226.1329,3205.2268,22.7336,0.7093,,289377861,3.89873696215e+11,,
2020-07-27,'000001,上证指数,3205.2268,3221.9846,3174.6583,3210.3863,3196.7684,8.4584,0.2646,,299319021,4.02231919289e+11,,
2020-07-24,'000001,上证指数,3196.7684,3319.1268,3184.9645,3310.6449,3325.1102,-128.3418,-3.8598,,427054026,5.84311865017e+11,,
2020-07-23,'000001,上证指数,3325.1102,3336.3002,3257.8269,3306.1489,3333.1635,-8.0533,-0.2416,,407042499,5.46887089708e+11,,
2020-07-22,'000001,上证指数,3333.1635,3381.9757,3311.7862,3315.1816,3320.8947,12.2688,0.3694,,393335335,5.40577040594e+11,,
2020-07-21,'000001,上证指数,3320.8947,3336.6791,3300.5719,3330.5467,3314.149,6.7457,0.2035,,359252029,4.8886218037e+11,,
2020-07-20,'000001,上证指数,3314.149,3314.149,3220.684,3243.9105,3214.1287,100.0203,3.1119,,418555306,5.44045656232e+11,,
2020-07-17,'000001,上证指数,3214.1287,3252.7786,3181.2745,3214.4022,3210.0986,4.0301,0.1255,,359652413,4.86536118269e+11,,
2020-07-16,'000001,上证指数,3210.0986,3373.5317,3209.7272,3356.359,3361.3044,-151.2058,-4.4984,,490613123,6.79468340648e+11,,
2020-07-15,'000001,上证指数,3361.3044,3432.4506,3345.7488,3422.0778,3414.6186,-53.3142,-1.5614,,492030542,6.74727409786e+11,,
2020-07-14,'000001,上证指数,3414.6186,3451.2224,3366.0828,3435.0237,3443.2863,-28.6677,-0.8326,,543211492,7.07327005157e+11,,
2020-07-13,'000001,上证指数,3443.2863,3458.7914,3369.0378,3379.3867,3383.3222,59.9641,1.7723,,558006875,7.17397053099e+11,,
2020-07-10,'000001,上证指数,3383.3222,3433.1085,3372.5066,3418.9347,3450.5935,-67.2713,-1.9496,,556120011,7.03197550444e+11,,
2020-07-09,'000001,上证指数,3450.5935,3456.9721,3393.6379,3403.4832,3403.4401,47.1534,1.3855,,620001823,7.51406830395e+11,,
2020-07-08,'000001,上证指数,3403.4401,3421.5312,3327.7062,3337.5518,3345.3369,58.1032,1.7368,,587081685,6.96807634538e+11,,
2020-07-07,'000001,上证指数,3345.3369,3407.0811,3336.2416,3380.9536,3332.8807,12.4562,0.3737,,657840159,7.93638372425e+11,,
2020-07-06,'000001,上证指数,3332.8807,3337.2723,3187.8393,3187.8393,3152.8126,180.0681,5.7113,,643878906,7.24153675701e+11,,
2020-07-03,'000001,上证指数,3152.8126,3152.8126,3103.9952,3103.9952,3090.5693,62.2433,2.014,,458793851,5.35489334735e+11,,
2020-07-02,'000001,上证指数,3090.5693,3092.4432,3021.6736,3023.7189,3025.981,64.5883,2.1345,,391127996,4.78216482346e+11,,
2020-07-01,'000001,上证指数,3025.981,3026.1862,2984.9841,2991.1813,2984.6741,41.3069,1.384,,273313140,3.69883802297e+11,,
2020-06-30,'000001,上证指数,2984.6741,2990.8253,2965.1054,2965.1054,2961.5164,23.1577,0.782,,214957214,2.97312328414e+11,,
2020-06-29,'000001,上证指数,2961.5164,2977.9122,2951.7702,2973.0757,2979.5505,-18.0341,-0.6053,,220622729,2.93886016005e+11,,
2020-06-24,'000001,上证指数,2979.5505,2982.9425,2971.2235,2972.9827,2970.6203,8.9302,0.3006,,213200732,2.97008784132e+11,,
2020-06-23,'000001,上证指数,2970.6203,2972.4025,2949.8469,2960.8875,2965.2717,5.3486,0.1804,,225212208,3.0537877053e+11,,
2020-06-22,'000001,上证指数,2965.2717,2983.4382,2959.035,2966.9008,2967.6341,-2.3624,-0.0796,,267883834,3.46028748359e+11,,
2020-06-19,'000001,上证指数,2967.6341,2973.3164,2935.8239,2938.7887,2939.3151,28.319,0.9635,,264313961,3.19089106632e+11,,
2020-06-18,'000001,上证指数,2939.3151,2942.8983,2920.1054,2929.8799,2935.873,3.4421,0.1172,,258691377,2.89367727804e+11,,
2020-06-17,'000001,上证指数,2935.873,2936.6162,2919.0353,2932.6708,2931.7493,4.1237,0.1407,,234654391,2.7800711073e+11,,
2020-06-16,'000001,上证指数,2931.7493,2931.7791,2909.1341,2912.8251,2890.0306,41.7187,1.4435,,223313065,2.70948558455e+11,,
2020-06-15,'000001,上证指数,2890.0306,2922.5364,2890.0306,2908.2767,2919.7408,-29.7102,-1.0176,,243205046,2.93361556834e+11,,
2020-06-12,'000001,上证指数,2919.7408,2930.255,2872.6165,2876.8029,2920.8968,-1.156,-0.0396,,236008642,2.74321726179e+11,,
2020-06-11,'000001,上证指数,2920.8968,2952.651,2912.1932,2939.7914,2943.7525,-22.8557,-0.7764,,233722947,2.89023256107e+11,,
2020-06-10,'000001,上证指数,2943.7525,2951.3298,2934.8428,2951.2784,2956.1116,-12.3591,-0.4181,,207925969,2.43968496538e+11,,
2020-06-09,'000001,上证指数,2956.1116,2957.1186,2932.9385,2939.5351,2937.7712,18.3404,0.6243,,209048585,2.5141469624e+11,,
2020-06-08,'000001,上证指数,2937.7712,2950.0656,2934.2103,2941.9816,2930.7993,6.9719,0.2379,,231124360,2.74611815611e+11,,
2020-06-05,'000001,上证指数,2930.7993,2930.7993,2909.1181,2923.1891,2919.2506,11.5487,0.3956,,217360673,2.53141142478e+11,,
2020-06-04,'000001,上证指数,2919.2506,2932.9677,2910.7516,2931.8376,2923.3711,-4.1205,-0.141,,226605873,2.5434598448e+11,,
2020-06-03,'000001,上证指数,2923.3711,2942.7597,2922.6612,2930.3906,2921.398,1.9731,0.0675,,255663980,3.00447817007e+11,,
2020-06-02,'000001,上证指数,2921.398,2926.3588,2909.1277,2916.3168,2915.4311,5.9669,0.2047,,256108049,2.94402745888e+11,,
2020-06-01,'000001,上证指数,2915.4311,2917.1508,2871.9641,2871.9641,2852.3512,63.0799,2.2115,,260196050,3.07416215148e+11,,
2020-05-29,'000001,上证指数,2852.3512,2855.3756,2829.6271,2835.584,2846.2217,6.1295,0.2154,,206792804,2.33798996643e+11,,
2020-05-28,'000001,上证指数,2846.2217,2861.9241,2820.1455,2838.2072,2836.8036,9.4181,0.332,,207546019,2.39234260636e+11,,
2020-05-27,'000001,上证指数,2836.8036,2848.9965,2831.9281,2847.3198,2846.5473,-9.7437,-0.3423,,198149343,2.27934395739e+11,,
2020-05-26,'000001,上证指数,2846.5473,2848.3371,2825.901,2827.8967,2817.9697,28.5776,1.0141,,174562369,2.07427833711e+11,,
2020-05-25,'000001,上证指数,2817.9697,2821.4978,2802.4653,2816.241,2813.7654,4.2043,0.1494,,172885557,2.02115352627e+11,,
2020-05-22,'000001,上证指数,2813.7654,2863.0462,2808.0177,2863.0462,2867.9237,-54.1583,-1.8884,,209063712,2.45229603698e+11,,
2020-05-21,'000001,上证指数,2867.9237,2891.5177,2864.2073,2890.7213,2883.7378,-15.8141,-0.5484,,203532038,2.50569937553e+11,,
2020-05-20,'000001,上证指数,2883.7378,2896.4657,2876.1766,2896.4657,2898.576,-14.8382,-0.5119,,210519985,2.69176553625e+11,,
2020-05-19,'000001,上证指数,2898.576,2900.2187,2887.5768,2897.6867,2875.4176,23.1584,0.8054,,197222405,2.56277803072e+11,,
2020-05-18,'000001,上证指数,2875.4176,2889.9795,2862.2709,2872.5244,2868.4587,6.9589,0.2426,,226022882,2.89089595543e+11,,
2020-05-15,'000001,上证指数,2868.4587,2884.2199,2863.3698,2880.7067,2870.3422,-1.8835,-0.0656,,188983592,2.4687819108e+11,,
2020-05-14,'000001,上证指数,2870.3422,2887.0577,2869.1832,2887.0577,2898.0495,-27.7073,-0.9561,,197776202,2.37336974703e+11,,
2020-05-13,'000001,上证指数,2898.0495,2900.2587,2875.5354,2882.9552,2891.5564,6.4931,0.2246,,185061310,2.23866906924e+11,,
2020-05-12,'000001,上证指数,2891.5564,2897.9018,2871.23,2894.6171,2894.802,-3.2456,-0.1121,,197082985,2.38476218839e+11,,
2020-05-11,'000001,上证指数,2894.802,2914.2838,2884.3806,2901.5739,2895.3444,-0.5424,-0.0187,,225120410,2.71930641512e+11,,
2020-05-08,'000001,上证指数,2895.3444,2903.7967,2879.2034,2882.7078,2871.5232,23.8212,0.8296,,226822075,2.7656271695e+11,,
2020-05-07,'000001,上证指数,2871.5232,2882.0222,2864.5813,2876.4727,2878.1402,-6.617,-0.2299,,226736957,2.68607485284e+11,,
2020-05-06,'000001,上证指数,2878.1402,2879.2634,2830.6536,2831.6326,2860.0822,18.058,0.6314,,249826616,3.03890031005e+11,,
2020-04-30,'000001,上证指数,2860.0822,2865.59,2832.3843,2832.3843,2822.4424,37.6398,1.3336,,242455278,2.77440934007e+11,,
2020-04-29,'000001,上证指数,2822.4424,2831.7642,2800.7379,2801.383,2810.0243,12.4181,0.4419,,202061807,2.22720221728e+11,,
2020-04-28,'000001,上证指数,2810.0243,2821.745,2758.2459,2819.9914,2815.4947,-5.4704,-0.1943,,253872745,2.70534752615e+11,,
2020-04-27,'000001,上证指数,2815.4947,2832.6662,2802.9579,2812.2422,2808.5293,6.9654,0.248,,210130981,2.25293706288e+11,,
2020-04-24,'000001,上证指数,2808.5293,2834.9387,2802.4989,2834.9387,2838.4994,-29.9701,-1.0558,,235185076,2.44122291477e+11,,
2020-04-23,'000001,上证指数,2838.4994,2853.6357,2835.8961,2850.5104,2843.9804,-5.481,-0.1927,,248779037,2.62662040532e+11,,
2020-04-22,'000001,上证指数,2843.9804,2843.9804,2808.4819,2814.0661,2827.0133,16.9671,0.6002,,217320000,2.3279677775e+11,,
2020-04-21,'000001,上证指数,2827.0133,2842.2372,2808.0214,2842.2372,2852.5528,-25.5395,-0.8953,,233235870,2.48688585736e+11,,
2020-04-20,'000001,上证指数,2852.5528,2852.99,2833.2615,2840.4085,2838.4945,14.0583,0.4953,,211847078,2.33759313193e+11,,
